"base_id";"activity";"client";"contract";"type_of_service";"status";"order_num";"first_point";"second_point";"speed";"vlan_id";"switchboard_first_point";"switch_port_first_point";"port_settings_first_point";"switchboard_second_point";"switch_port_second_point";"port_settings_second_point";"subnets";"router";"interface";"auto_network";"end_client";"last_mile";"id_servicepipe";"comment";"responsible_department"
1998;"24272 сделка включения
38766 расширение до 2гб/с ";"Ланкей ИТ, ООО";"ТБ-УС-33/21";"Internet Access";"Эксплуатация";"БЗ ";"Москва,  Шарикоподшипниковская, 11 с9";"null";"2000";"944;945";"X19-SHARIK";"interface Eth-Trunk3 (XGE1/0/1, 2/0/1)";"port trunk allow-pass vlan 944 to 945
 mode lacp";"null";"null";"null";"R1-M9
185.79.119.176/28 AS208777
185.79.119.72/30
185.79.119.76/30
185.79.119.192/30
185.79.237.100/30
217.77.106.212/30
185.9.229.156/30
185.9.231.8/30
R2-BOROVAYA
185.79.119.196/30 AS208777";"R1-TB-M9 / R1-TB-BOROVAYA";"ae0.945";"AS208777";"null";"null";"null";"null";"СПД"
1997;"25074 сделка включения";"НАО ""СОФТЛАЙН ТРЕЙД""";"ТБ-УС-";"Internet Access";"Эксплуатация";"БЗ ";"Москва,  Боровая, 7";"null";"1000";"1513";"S4-BOROVAYA";"interface GigabitEthernet1/0/26";" port access vlan 1513";"null";"null";"null";"185.79.237.96/30";"R1-M9 ";"null";"null";"null";"null";"null";"null";"СПД"
1996;"25051 сделка включения29008 сделка на переключение в 10г порт 55513 - Расширение до 1Г ";"ГПБ ИНВЕСТИЦИИ ООО";"ТБ-УС-";"L2VPN";"Эксплуатация";"БЗ ";"г. Москва, ул. Шарикоподшипниковская д.11/9";"г. Москва, ул. Нижегородская, дом 32, стр. А";"1 Гбит/с";"1764";"X18-SHARIK";"interface XGigabitEthernet0/0/9";" port trunk allow-pass vlan 1764";"HSW5331-1-NIZHGOR32A";"XGE1/0/3";"port link-type trunk  undo port trunk allow-pass vlan 1  port trunk allow-pass vlan 1764";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
1995;"24235 сделка включения";"ПАО ""РОСТЕЛЕКОМ""";"ТБ-УС-";"L2VPN";"Эксплуатация";"БЗ ";"г. Москва, ул. Бутлерова, 7";"г. Москва, ул. Воронцово Поле, д. 4А";"150";"1682";"X10-M9";"interface XGigabitEthernet0/0/26";" port trunk allow-pass vlan 1682";"H2SW-1-VORONTSOVOPOLE4A";"interface GigabitEthernet0/0/3";" port link-type access
 port default vlan 1682";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
1994;"24229 сделка включения";"ПАО ""РОСТЕЛЕКОМ""";"ТБ-УС-10087906";"L2VPN";"Эксплуатация";"БЗ ";"г. Москва, ул. Бутлерова, 7";" г. Москва, Варшавское шоссе, д. 125, стр. 16";"1000";"1681";"X10-M9";"interface XGigabitEthernet0/0/26";" port trunk allow-pass vlan 1681";"HP5800-2-VARSH125S16";"interface GigabitEthernet1/0/15";" service-instance 1681
  encapsulation untagged
  xconnect peer 10.110.255.57 pw-id 1681 mtu 1600 access-mode ethernet";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
1993;"21659 сделка включения29613 сделка отключения 48881";"ОКБ ЗАО";"ТБ-УС-";"L2VPN";"Отключен";"БЗ ";"г. Москва, Коровинское 41";"Москва, пл. Академика Курчатова, д.1, стр.119";"1000";"2080";"HSW5331-OKB-KOROVA37-STACK";"interface GigabitEthernet1/0/4";"port link-type access
port default vlan 2080";"HSW-1-KURCHATOV1S119-12/6/22";"interface GigabitEthernet0/0/3";" port link-type access
 port default vlan 2080";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
1992;"24395 сделка включения 45660 сделка отключения ";"ПАО ""ВЫМПЕЛКОМ""";"ТБ-УС-";"L2VPN";"Отключен";"БЗ ";"г. Москва, Боровая 7";"г. Москва, Ак. Курчатова пл., д. 1, стр. 15 ";"1000";"2377";"Donnie-borovaya";"xe-1/1/2.2377";"null";"S6-KURCHATOV1S119";"interface GigabitEthernet1/0/14";" port trunk permit vlan 2377";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
1991;"24394 сделка включения 45659 сделка отключения";"ПАО ""ВЫМПЕЛКОМ""";"ТБ-УС-";"L2VPN";"Отключен";"БЗ ";"г. Москва, Боровая 7";"г. Москва, Ак. Курчатова пл., д. 1, стр. 15 ";"1000";"2376";"Donnie-borovaya";"xe-1/1/2.2376";"null";"S6-KURCHATOV1S119";"interface GigabitEthernet1/0/13";" port trunk permit vlan 2376";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
1990;"23944 сделка включения";"Облачные технологии ООО";"ТБ-УС-";"Internet Access";"Эксплуатация";"БЗ ";"г. Москва, Авиамоторная, д.69";"null";"1000";"1512";"X14-AVIAMOTORNAYA69";"interface XGigabitEthernet0/0/33";" port link-type access
 port default vlan 1512";"X14-AVIAMOTORNAYA69";"interface XGigabitEthernet0/0/34";" port link-type access
 port default vlan 1512";"185.9.231.0/30";"R1-M9 ";"null";"null";"null";"null";"null";"null";"СПД"
1989;"23943 сделка включения";"Облачные технологии ООО";"ТБ-УС-";"Internet Access";"Эксплуатация";"БЗ ";"г. Москва, Авиамоторная, д.69";"null";"1000";"1508";"X14-AVIAMOTORNAYA69";"interface XGigabitEthernet0/0/31, XGigabitEthernet0/0/32";" port link-type access
 port default vlan 1508";"";"";" port link-type access
 port default vlan 1508";"185.9.231.192/30";"R1-M9 ";"null";"null";"null";"null";"null";"null";"СПД"
1988;"24485 сделка включения";"ТВ-Новости АНО";"ТБ-УС-";"Internet Access";"Эксплуатация";"БЗ ";"г. Москва, ул. Боровая, д.7, зал 6, шкаф H6C120";"null";"2000";"1507";"Z4-BOROVAYA";"interface Ten-GigabitEthernet4/2/0/7";" service-instance 1507
  encapsulation untagged
  xconnect peer 10.110.255.51 pw-id 1507 mtu 1600 access-mode ethernet";"null";"null";"null";"185.79.119.224/27";"R1-M9 ";"null";"null";"null";"null";"null";"null";"СПД"
1987;"22954 сделка включения; 41263 отключение";"ВымпелКом ПАО";"ТБ-УС-";"L2VPN";"Отключен";"БЗ ";"г. Москва, Боровая 7";"г. Москва, Сколковское ш, д 45";"400";"2437";"S4-BOROVAYA";"interface GigabitEthernet2/0/3";" port trunk permit vlan 2437";"H3SW-1-SKOLKOVSKOESH45";"interface GigabitEthernet0/0/1";" port link-type access port default vlan 2437";"";"";"";"";"";"";"";"";"СПД"
1986;"24479 сделка включения
31739 сделка расширения
32307 сделка расширения до 200М";"НАО ""СОФТЛАЙН ТРЕЙД""";"ТБ-УС/37-16 ";"Internet Access";"Эксплуатация";"БЗ 49-2";"г. Москва, Алтуфьевское ш. 33";"null";"200";"672";"HP5800-1-ALTUFIEVSKOE33G";"interface GigabitEthernet1/0/7";" service-instance 672
  encapsulation s-vid 672
  xconnect peer 10.110.255.51 pw-id 672 mtu 1600";"null";"null";"null";" 185.79.119.200/29";"R1-M9";"null";"null";"null";"null";"null";"null";"СПД"
1985;"23946 сделка включения";"Облачные технологии ООО";"Договор № ТБ-УС-83/19";"Internet Access";"Эксплуатация";"ДС к БЗ 003";"Московская область, г. Химки, 74 км. МКАД, владение 3 ";"null";"1000";"1506";"DATAPARK_MGMT_SW";"interface Eth-Trunk1 (GE0/0/17,18)";" port link-type access
 port default vlan 1490";"null";"null";"null";" 185.79.119.140/30";"R1-M9";"null";"null";"null";"null";"null";"null";"СПД"
1984;"23946 сделка включения";"Облачные технологии ООО";"Договор № ТБ-УС-83/19";"Internet Access";"Эксплуатация";"ДС к БЗ 003";"Московская область, г. Химки, 74 км. МКАД, владение 3 ";"null";"1000";"1505";"DATAPARK_MGMT_SW";"interface Eth-Trunk1 (GE0/0/15,16)";" port link-type access
 port default vlan 1490";"null";"null";"null";" 185.79.119.136/30";"R1-M9";"null";"null";"null";"null";"null";"null";"СПД"
1983;"23945 сделка включения";"Облачные технологии ООО";"ТБ-УС-";"Internet Access";"Эксплуатация";"БЗ ";"Московская область, г. Химки, 74 км. МКАД, владение 3 ";"null";"1000";"1503";"DATAPARK_MGMT_SW";"interface Eth-Trunk1 (GE0/0/13,14)";" port link-type access
 port default vlan 1490";"null";"null";"null";"185.79.119.132/30";"R1-M9 ";"null";"null";"null";"null";"null";"null";"СПД"
1982;"35158 задача включения
39474 новая сделка включения";"Даталайн";"ТБ-УС-";"Internet Access + AntiDDoS";"Эксплуатация";"БЗ ";"г. Москва, ул. Бутлерова, дом 7
г. Москва, ш. Коровинское, 41";"null";"2000";"942;943";"Z4-BOROVAYA";"interface Ten-GigabitEthernet4/2/0/11";"service-instance 943
 encapsulation untagged
 xconnect peer 10.110.255.51 pw-id 943 mtu 1600 access-mode ethernet";"X62-KOROVA";"interface XGigabitEthernet0/0/29";"description Dataline_antiddos_Richmedia_sd35158  port link-type access  port default vlan 942  storm-control broadcast min-rate 80 max-rate 100  storm-control action error-down  storm-control enable trap  storm-control enable log";"178.57.78.0/24
178.57.78.0/24";"MX240
BGW1-BOROVAYA";"ae2.942
ae0.943";"AS49063 
AS49063 ";"Ричмедиа";"null";"null";"для Ричмедиа // 942  прямая сессия с СП MX240VLAN 943  прямая сессия с СП BGW1-BOROVAYA";"СПД"
1981;"24283 сделка включения, 54537 расширение до 15М // 55835 расширение до 50МБ";"ООО ""ИНФО-КОНТЕНТ""";"Дог. №ТБ-УС/21-13";"L2VPN";"Эксплуатация";"БЗ 005";"г. Москва, ул. Бутлерова, дом 7";"г. Москва, ш. Коровинское, 41";"50 Мбит/с";"3052";"S9-M9";"interface Ten-GigabitEthernet1/0/16";" port trunk permit vlan 3052";"H3C-G1-KOROVA-CIREX";"interface GigabitEthernet1/0/19";" port access vlan 3052";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
1980;"24105 сделка включениядоговор с СП, 52160/52161 расформирование";"Почта Банк";"ТБ-УС-";"Internet Access + AntiDDoS";"Отключен";"БЗ ";"г.Москва, Варшавское шоссе, д. 125, стр. 1";"null";"2000";"940";"X5-VARSH125";"interface Ten-GigabitEthernet1/1/3";"port link-mode bridge
description PochtaBank_antiddos_sd24105
stp disable
undo ntdp enable
undo lldp enable
service-instance 940
encapsulation untagged
xconnect peer 10.110.255.51 pw-id 940 mtu 1600 access-mode ethernet";"null";"null";"null";"ptp 10.90.0.192/30   
static route 185.169.154.64/29 next-hop 10.90.0.194
сеть под защитой: 185.169.154.64/29";"MX240";"ae1.940";"null";"null";"null";"pochtabank-msk-transit-30466 ";"Доступ в личный кабине осуществляется по адресу ddos.cirex.ru

Логин pochtabank-msk-transit-30466 
Пароль NhJdrwIgpR 
В разделе Профиль личного кабинета клиента, можно установить e-mail адреса и периодичность для рассылки уведомлений о фиксируемых DDoS аномалиях.

";"СПД"
1979;"23961 сделка включения27291 расширение до емкости порта32533 снижение до 2 гигов37655 сделка по расширению адресации до /26 38848 сделка расширения до 3г40405 сделка расширения до 5г 48253 расширение до 7G";"АО ""ТИНЬКОФФ БАНК""";"ТБ-УС/19-14 ";"Internet Access";"Эксплуатация";"БЗ 018";"г. Москва, Шарикоподшипниковская ул., 11, стр. 9";"null";"5000 -> 7000";"1032";"X18-SHARIK";"interface XGigabitEthernet0/0/18";"port link-type access
port default vlan 1032";"null";"null";"null";"185.79.119.72/29 - должны съехать
10.65.189.0/30
принимаем 185.79.119.144/28
86.110.218.128/26";"R1-TB-M9";"ae0.1032";"AS65189";"null";"null";"null";"Расширение до /26 86.110.218.128/26";"СПД"
1978;"24144 сделка включения
39839 сделка переключения ОПМ на Некстремум";"Комфортел ООО";"Дог. №ТБ-УС/51-15";"L2VPN";"Эксплуатация";"БЗ 002";"Москва,  Бутлерова, 7";" г. Курск, ул. Ленина 60, 2-ой этаж ТДЦ Московский";"150";"1296";"S9-M9";"interface Ten-GigabitEthernet1/0/16";" port trunk permit vlan 1296";"X19-SHARIK";"interface XGigabitEthernet1/0/11";" description Voxys_trunk
 port link-type trunk
  port trunk allow-pass vlan 1296
[edit interfaces ae19]
+    unit 1296 {
+        description infocontent_deal_24144;
+        encapsulation vlan-bridge;
+        vlan-id 1296;
+        family bridge;
+    }
[edit interfaces ae22]
+    unit 1296 {
+        description infocontent_deal_24144;
+        encapsulation vlan-bridge;
+        vlan-id 1296;
+        family bridge;
+    }
[edit bridge-domains]
+   infocontent_sd24144 {
+       vlan-id 1296;
+       interface ae19.1296;
+       interface ae22.1296;
+   }";"null";"null";"null";"null";"Инфо контент";"Некстремум";"null";"Конечный клиент инфо контентПМ Эртелеком заказ 46 (НЕ АКТУАЛЬНО)ОПМ - Нэкстремум БЗ 25 к дог. 60/2021 ID 511-L2VPN.8-RU.MSK.M9-RU.KUR.CLP Почта helpdesk@nextremum.net";"СПД"
1977;"20566 сделка включения 50203 расформирование";"ВымпелКом ПАО";"ТБ-УС-";"L2VPN";"Отключен";"БЗ ";"Москва г., Якиманская наб., д.10";"г. Москва, ул. Боровая, 7";"100";"970";"S4-BOROVAYA";"interface GigabitEthernet2/0/3";"port link-mode bridge
description Vimpelcom_trunk
port link-type trunk
port trunk permit vlan 970";"HSW1720-1-YAKIMANSKAYANAB10";"interface GigabitEthernet0/0/1";"description Vimpelcom_l2vpn_sd20566
port link-type dot1q-tunnel
port default vlan 970
stp disable";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
1976;"23382 сделка включения";"Банк ВТБ ПАО";"ТБ-УС-";"L2VPN";"Эксплуатация";"БЗ ";"г. Москва, Коровинское шоссе, 37";"г. Москва, ул. Долгоруковская, д. 38, стр.1";"200";"1499";"HSW5331-2-VTB-KOROVA37";"interface GigabitEthernet0/0/2";" port link-type access
 port default vlan 1499";"HSW1720-1-DOLGORUKOVSKAYA38S1";"interface GigabitEthernet0/0/2";" port link-type access
 port default vlan 1499";"null";"null";"null";"null";"null";"null";"null";"втб питерская биржа (spbex)";"СПД"
1975;"23381 сделка включения";"Банк ВТБ ПАО";"ТБ-УС-";"L2VPN";"Эксплуатация";"БЗ ";"г. Москва, Перовское шоссе, 1с2 ";"г. Москва, ул. Долгоруковская, д. 38, стр.1";"200";"1495";"HSW1720-2-PEROVO-VTB";"interface GigabitEthernet0/0/2";" port link-type access
 port default vlan 1495";"HSW5700-DOLGORUKOVSKAYA38";"interface GigabitEthernet0/0/8";"port link-type access
 port default vlan 1495";"null";"null";"null";"null";"null";"null";"null";"втб питерская биржа (spbex)";"СПД"
1974;"21994 сделка включения";"БКС";"ТБ-УС-";"L2VPN";"Эксплуатация";"БЗ ";"г. Москва, Проспект Мира, д. 69, стр. 1";"г. Москва, Варшавское ш., д. 125, стр. 1";"500";"1433";"HSW1720-1-PRMIRA69S1";"interface XGigabitEthernet0/0/3";"description BKS_l2vpn_sd21994
port link-type dot1q-tunnel
port default vlan 1433
stp disable";"HP5800-3-VARSH125S1-V431-2";"interface GigabitEthernet1/0/15";"port link-mode bridge
description BKS_l2vpn_sd21994
stp disable
service-instance 1433
 encapsulation port-based
 xconnect peer 10.110.255.1 pw-id 1433 mtu 1600 access-mode ethernet";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
